Course_ID,Course_Name,Category,Subcategory,Language,Instructor,Duration_Hours,Views,Ratings,Number_of_Reviews,Skills,Subtitles,Course_Level,Course_Price,Enrollment,Course_Date
CRS10303,Mastering Music Theory in 2025,Music,MUSIC THEORY,french,Noah Ali,6.0,1186,4.0,21.0,"Excel, Unreal Engine, Azure, Networking, HTML/CSS",,Advanced,24.99,137,2025-05-07
CRS10486,The Ultimate Network & Security Course,IT & Software,Network & Security,Japanese,  David Nguyen  ,10.3,2628,4.4,142.0,"After Effects, Excel, HTML/CSS, Power BI",yes,Intermediate,59.99,376,17/01/2023
CRS10042,Digital Marketing Crash Course,Marketing,Digital Marketing,Hindi,Ahmed Zhang,7.7,320541,4.8,15959.0,"Video Editing, SEO, Data Visualization",Y,All Levels,12.99,73083,24/07/2025
CRS10534,Practical Data Science Projects,IT & Software,Data Science,Mandarin,Wanjiru Johnson,6.6,1564,3.9,29.0,"Copywriting, JavaScript, React, Networking, Figma",Yes,Advanced,0.0,336,04-03-2024
CRS10109,Practical Social Media Marketing Projects,Marketing,Social Media Marketing,English,Olga Costa,6.2,7141,4.1,308.0,"Kubernetes, Negotiation, Machine Learning",N,Advanced,0.0,1104,01/01/2026
CRS10397,The Ultimate Graphic Design Course,Design,Graphic Design,French,Yusuf Weber,6.0,1.3k,3.7,14.0,"Unity, 3D Modeling, Negotiation",No,All Levels,24.99,100,2023-11-29
CRS10057,Content Marketing Crash Course,Marketing,Content Marketing,Hindi,Emily Diaz,4.1,11781,4.7,634.0,"Git, Agile",,All Levels,24.99,2321,2025/07/17
CRS10301,Business Strategy for Beginners, Business ,Business Strategy,Hindi,Olga Rossi,14.2,7154,4.7,236.0,"Public Speaking, React, 3D Modeling, Guitar",Yes,Intermediate,0.0,946,12-22-2023
CRS10831,Complete Video Editing Bootcamp,Photography & Video,Video Editing,Portuguese,Rahul Novak,10.5,4182,4.3,213.0,"Agile, SEO, Copywriting, AWS, Java",No,Advanced,59.99,482,11-21-2024
CRS10469,Practical Cloud Computing Projects,IT & Software,CLOUD COMPUTING,Spanish,aarav kim,4.4,"25,600",4.0,461.0,"Unreal Engine, Docker, Tableau, C++",Yes,Intermediate,49.99,1640,2025-04-04
CRS10025,Music Theory for Beginners,Music,Music Theory,German,YUSUF KIM,10.5,5.5k,4.0,229.0,"Machine Learning, Java, C++, Figma, Statistics",yes,Intermediate,0.0,975,2025/04/29
CRS10676,Career Development: Zero to Hero,personal development,Career Development,Portuguese,  Neha Kumar  ,6.5,1088,4.2,47.0,"AWS, Accounting, After Effects, Docker",No,Beginner,49.99,213,14/10/2024
CRS10594,Database Design Crash Course,Development,DATABASE DESIGN,French,wei chen,3.5,1870,4.0,,"Financial Modeling, Scrum, HTML/CSS",Yes,All Levels,0.0,183,06-06-2023
CRS10409,Mastering Digital Marketing in 2025,Marketing,Digital Marketing,Hindi,Fatima Smith,3.5,46085,4.3,1018.0,Azure,Yes,All Levels,19.99,6918,26/02/2024
CRS10052,Practical Graphic Design Projects,Design,Graphic Design,German,  Emily Khan  ,14.6,3047,3.8,91.0,"React, JavaScript, Photoshop, Guitar",Yes,All Levels,,527,2026/01/11
CRS10383,Content Marketing: Zero to Hero,Marketing,Content Marketing,portuguese,Liam Brown,6.5,2694,4.6,135.0,Docker,Yes,Intermediate,49.99,432,2025/11/07
CRS10796,Advanced Digital Marketing Masterclass,Marketing,Digital Marketing,french,David Sharma,6.5,4183,3.9,,"Docker, AWS, Kubernetes, Unreal Engine",No,Intermediate,0.0,934,2024/05/06
CRS10692,Practical Sales Projects,Business,Sales,german,Aisha Garcia,4.9,912,3.8,24.0,React,Yes,Advanced,59.99,140,09-04-2025
CRS10265,Advanced Video Editing Masterclass,Photography & Video,Video Editing,Arabic,Emily Khan,11.3,37206,4.5,695.0,"Python, Scrum, Networking",Y,Beginner,79.99,2592,07/10/2025
CRS10674,Mastering Project Management in 2025,Business,Project Management,Spanish,Isabella Petrov,7.4,42196,4.3,926.0,"SEO, Photoshop, React, C++",N,Beginner,0.0,8507,2023/10/05
CRS10598,Practical Instruments Projects,Music,Instruments,Arabic,Sara Brown.,1.8,5287,3.5,277.0,"Machine Learning, Node.js, Networking, Piano, Financial Modeling",Yes,Advanced,,477,08-20-2024
CRS10520,Practical Business Strategy Projects, Business ,Business Strategy,Portuguese,grace singh,6.7,"10,912",4.8,143.0,"Google Ads, HTML/CSS, Piano, AWS, Copywriting",No,Beginner,19.99,1277,2023/02/01
CRS10690,The Ultimate Graphic Design Course,Design,graphic design,Portuguese,grace costa,8.1,12986,4.9,305.0,"Networking, Public Speaking, Unreal Engine",N,Intermediate,99.99,1295,2024-01-21
CRS10019,The Ultimate Videography Course,Photography & Video,Videography,ENGLISH,Fatima Ito,6.2,8758,4.2,135.0,Unreal Engine,,Advanced,34.99,837,2025-11-13
CRS10654,Leadership Crash Course,Personal Development,LEADERSHIP,German,Fatima Mueller,10.0,2631,4.2,72.0,Negotiation,No,Beginner,59.99,543,2024-06-11
CRS10437,Digital Marketing: Zero to Hero,Marketing,Digital Marketing,hindi,Anastasia Zhang,8.3,7357,4.1,200.0,"Statistics, 3D Modeling, Python",Yes,Intermediate,34.99,861,05-17-2025
CRS10084,Mastering Finance in 2025,Business, Finance ,French,Aarav Nguyen,12.4,4802,4.7,275.0,"Java, HTML/CSS, Machine Learning, Tableau, Copywriting",No,All Levels,59.99,381,2025/04/21
CRS10062,The Ultimate Graphic Design Course,Design,Graphic Design,mandarin,Noah Singh,9.1,5747,4.2,330.0,"Power BI, Python, Kubernetes, Copywriting, Java",no,Advanced,24.99,946,2023-09-03
CRS10273,The Ultimate Sales Course,Business,Sales,English,Grace Patel,5.4,5401,3.8,319.0,"Kubernetes, Music Theory, Copywriting",Yes,Advanced,0.0,1282,2024-02-18
CRS10286,Complete Productivity Bootcamp,Personal Development,Productivity,Arabic,Emily Ito,2.9,2601,4.0,54.0,"Music Theory, SEO",No,Beginner,59.99,441,01/07/2023
CRS10823,Complete 3D & Animation Bootcamp,Design,3D & Animation,German,Sara Nguyen,7.8,10548,4.3,352.0,"Negotiation, Scrum, 3D Modeling, Excel, SQL",yes,Intermediate,19.99,2486,14/01/2026
CRS10552,The Ultimate SEO Course,Marketing,SEO,portuguese,Olga Novak,2.7,9360,4.2,122.0,"Azure, Scrum",Yes,Beginner,34.99,640,2024/06/23
CRS10549,Complete IT Certifications Bootcamp,IT & Software,IT Certifications,Hindi,Neha Rossi,9.2,3169,4.4,75.0,"Unity, Financial Modeling, Kubernetes, Statistics, Excel",yes,Intermediate,34.99,336,2023-06-10
CRS10183,Practical Data Science Projects,IT & Software, Data Science ,French,GRACE ROSSI,5.1,7626,4.5,370.0,React,Y,All Levels,9.99,1669,2023-07-04
CRS10363,Advanced Graphic Design Masterclass,Design,Graphic Design,arabic,aarav zhang,3.5,1236,4.4,39.0,"Networking, Cybersecurity Basics, SQL, Agile",No,Intermediate,19.99,216,2025-03-13
CRS10539,Complete Project Management Bootcamp,BUSINESS,Project Management,French,Daniel Costa,2.8,1579,4.0,34.0,Photoshop,,Beginner,0.0,365,2023/09/17
CRS10224,Leadership: Zero to Hero, Personal Development ,Leadership,Hindi,Sara Singh,8.7,140320,4.2,2114.0,Cybersecurity Basics,No,Advanced,49.99,20651,2024/07/16
CRS10484,Photography Basics Crash Course, Photography & Video , Photography Basics ,French,Wei Ito,19.8,888,3.9,9.0,C++,no,Advanced,59.99,172,2023/06/28
CRS10612,Music Production: Zero to Hero,Music,Music Production,Japanese,Priya Rossi,2.7,3114,4.6,47.0,"React, Agile, Machine Learning, Cybersecurity Basics",Yes,Intermediate,79.99,406,09-24-2025
CRS10369,Mastering 3D & Animation in 2025,Design,3D & Animation,German,Daniel Novak,4.1,"18,249",5.0,972.0,"Accounting, Negotiation",no,Beginner,12.99,4491,2025/06/18
CRS10766,Complete Content Marketing Bootcamp,Marketing,Content Marketing,Hindi,Carlos Chen.,11.0,1487,4.6,19.0,"Unity, React",,Intermediate,9.99,189,24/03/2023
CRS10507,Complete Personal Finance Bootcamp,Personal Development,Personal Finance,mandarin,Grace Diaz,4.1,6381,4.8,307.0,"HTML/CSS, JavaScript, SQL",Yes,Beginner,9.99,368,08-04-2023
CRS10533,Complete Graphic Design Bootcamp,Design,Graphic Design,hindi,Hiro Sharma,2.7,5570,3.7,159.0,"Tableau, Negotiation, Azure, Music Theory, Networking",Yes,Intermediate,79.99,1015,08-28-2025
CRS10177,Complete Business Strategy Bootcamp,Business,Business Strategy,Hindi,carlos novak,6.4,2393,4.5,114.0,"Copywriting, Data Visualization, Power BI, C++, Java",,Advanced,34.99,131,26/07/2025
CRS10585,The Ultimate Finance Course,Business,Finance,German,Daniel Sharma,10.0,27344,4.2,1460.0,"3D Modeling, Git, Deep Learning, Cybersecurity Basics, Photoshop",Yes,Advanced,79.99,6433,2024/11/22
CRS10641,Advanced Network & Security Masterclass,IT & Software,Network & Security,French,John Chen,7.3,8286,4.8,312.0,"Photoshop, Networking, Git",No,Beginner,19.99,1783,07-18-2024
CRS10164,Practical Content Marketing Projects,Marketing,Content Marketing,german,rahul smith,11.9,2.5k,4.4,52.0,Machine Learning,yes,All Levels,79.99,233,2024-04-10
CRS10249,Network & Security: Zero to Hero,IT & SOFTWARE,Network & Security,,  John Reddy  ,,1620,4.2,45.0,"Git, Data Visualization, React",Y,Intermediate,99.99,103,2023/01/24
CRS10697,The Ultimate SEO Course,Marketing,SEO,Japanese,Thomas Fernandez,8.9,4046,,40.0,"Public Speaking, After Effects",No,Advanced,49.99,942,2023/03/01
CRS10767,Mastering Business Strategy in 2025,Business,Business Strategy,French,Rahul Sharma,8.9,19564,4.7,1150.0,Data Visualization,Yes,Intermediate,49.99,2454,23/10/2023
CRS10075,Mastering Music Theory in 2025,music,Music Theory,Arabic,  Aarav Johnson  ,3.4,4147,4.6,128.0,"Piano, Unreal Engine",No,Beginner,19.99,980,05-01-2024
CRS10114,Digital Marketing Crash Course,Marketing,Digital Marketing,Spanish,NOAH KHAN,6.4,6080,3.9,286.0,"Financial Modeling, SEO, Deep Learning",Yes,All Levels,49.99,344,13/05/2024
CRS10555,Advanced Finance Masterclass,Business, Finance ,arabic,Aisha Rossi,3.3,30254,4.2,1347.0,"Excel, Kubernetes",,Advanced,79.99,3156,2024-10-05
CRS10623,Cybersecurity: Zero to Hero,IT & Software,cybersecurity,Spanish,David Ali,5.8,2735,4.0,111.0,"SQL, Deep Learning, 3D Modeling, Google Ads",Yes,All Levels,0.0,627,18/01/2023
CRS10105,Music Production Crash Course,Music,Music Production,Hindi,sara costa,4.6,7303,4.1,166.0,Azure,,All Levels,59.99,1360,18/09/2023
CRS10115,Entrepreneurship: Zero to Hero,Business,Entrepreneurship,Mandarin,  Isabella Kumar  ,3.6,149920,4.4,4063.0,Networking,Y,Advanced,79.99,32120,2023-07-15
CRS10347,Mastering Network & Security in 2025,IT & Software,Network & Security,English,Michael Kim,1.9,14925,4.4,689.0,"Photoshop, Music Theory",yes,Intermediate,79.99,1106,04-20-2025
CRS10093,Advanced Business Strategy Masterclass,Business,Business Strategy,English,Liam Diaz,4.9,8345,4.4,296.0,"Figma, Power BI, Unity, Cybersecurity Basics, AWS",No,All Levels,9.99,1305,2024-05-11
CRS10821,Programming Languages: Zero to Hero,Development,Programming Languages,Portuguese,Sofia Costa,10.2,15891,4.8,260.0,"Guitar, Azure",Yes,All Levels,19.99,2860,2025-02-18
CRS10090,Complete Music Production Bootcamp,Music,Music Production,Hindi,Hiro Mueller,15.2,2509,4.5,35.0,"Excel, Deep Learning, Power BI",No,Intermediate,24.99,563,2024-08-14
CRS10337,Complete Video Editing Bootcamp, Photography & Video ,Video Editing,Arabic,David Brown,5.3,1881,4.0,110.0,Networking,Yes,Intermediate,24.99,218,10-14-2025
CRS10491,Mastering Productivity in 2025,personal development,Productivity,Arabic,grace rossi,5.0,6591,3.8,225.0,"After Effects, Music Theory, Python, Agile",,Intermediate,99.99,336,2025-07-09
CRS10797,Advanced Entrepreneurship Masterclass,Business,Entrepreneurship,English,Wanjiru Chen.,8.7,3211,3.5,116.0,"Excel, Accounting, Node.js, SQL",no,Advanced,12.99,602,2025/10/05
CRS10808,Complete Photography Basics Bootcamp,Photography & Video,Photography Basics,Hindi,Daniel Brown,3.4,1567,4.7,50.0,"HTML/CSS, Negotiation",no,Beginner,0.0,306,2023/05/16
CRS10530,Mastering Music Theory in 2025,Music,Music Theory,German,Sara Kim,5.0,6117,5.0,211.0,"Statistics, Cybersecurity Basics, Unreal Engine, Azure",No,Advanced,9.99,896,10-25-2024
CRS10535,Mastering Productivity in 2025,Personal Development,Productivity,German,Wanjiru Novak,3.8,1.0k,4.4,27.0,"HTML/CSS, Power BI, Guitar, React",No,Advanced,99.99,199,2023-03-03
CRS10095,Advanced Career Development Masterclass,Personal Development,Career Development,Arabic,Liam Costa.,3.4,1580,3.9,25.0,"Google Ads, Kubernetes, Networking",Yes,Advanced,59.99,360,07-14-2024
CRS10012,Advanced Content Marketing Masterclass,Marketing,Content Marketing,Mandarin,Anastasia Costa,9.3,1838,4.2,97.0,"Google Ads, Kubernetes",,Beginner,24.99,321,2023-04-28
CRS10406,Complete Video Editing Bootcamp,Photography & Video,Video Editing,Arabic,Daniel Khan,4.0,"12,358",4.5,480.0,"Cybersecurity Basics, Figma",No,All Levels,49.99,981,2024-11-28
CRS10044,UX/UI Design Crash Course,Design,UX/UI Design,French,Olga Smith,17.5,515,4.1,6.0,"Statistics, C++, Networking, Excel",Yes,Advanced,0.0,110,2025-06-20
CRS10043,Advanced Data Science Masterclass,IT & Software,Data Science,mandarin,Thomas Sharma.,9.8,2235,4.2,86.0,"Unity, Networking, C++, Agile, Guitar",No,Advanced,59.99,127,2026/01/17
CRS10330,Instruments Crash Course,Music,Instruments,German,Olga Fernandez,5.5,2005,4.3,119.0,"Accounting, Azure, Python, Networking",yes,All Levels,49.99,443,2025-12-06
CRS10168,Practical Music Theory Projects,Music,Music Theory,Eng,Wei Petrov,4.3,3088,2.9,,Deep Learning,N,Advanced,12.99,663,2023/04/11
CRS10759,Music Theory: Zero to Hero,Music,Music Theory,French,Lucia Reddy,12.0,848,,21.0,"Public Speaking, Accounting, Docker, Excel",Yes,Intermediate,0.0,76,2024-12-28
CRS10524,Complete Video Editing Bootcamp,Photography & Video,Video Editing,japanese,john reddy,4.5,3684,4.1,99.0,"Unity, Video Editing",No,Advanced,0.0,821,15/03/2025
CRS10660,Advanced Web Development Masterclass,Development,Web Development,Mandarin,Thomas Singh,2.9,"29,250",5.0,528.0,"Azure, Video Editing, Accounting, Excel, Kubernetes",Yes,Intermediate,12.99,4222,2024-10-17
CRS10536,Mastering Productivity in 2025,Personal Development,Productivity,French,Anastasia Rossi,3.8,"2,498",4.5,46.0,Photoshop,No,Beginner,24.99,461,2023/05/25
CRS10179,Complete Photography Basics Bootcamp,Photography & Video,Photography Basics,japanese,Aarav Rossi,4.6,4896,4.1,218.0,Python,No,Intermediate,12.99,460,12-06-2024
CRS10569,Advanced Photography Basics Masterclass,Photography & Video,Photography Basics,French,Neha Kumar,1.1,1463,4.4,55.0,"Public Speaking, Scrum",yes,Beginner,0.0,282,2025-05-21
CRS10774,Design Tools Crash Course,Design,Design Tools,,John Zhang,7.2,5669,3.4,330.0,"Java, Figma, Kubernetes, Accounting",Yes,Advanced,0.0,1073,2025-04-17
CRS10178,The Ultimate Business Strategy Course,Business,Business Strategy,Spanish,Aarav Ali.,12.8,4117,3.6,246.0,"3D Modeling, AWS",No,Beginner,9.99,556,2025/06/07
CRS10750,Music Production Crash Course,Music,Music Production,Portuguese,Thomas Rossi,3.2,"3,004",4.8,69.0,"3D Modeling, Azure, Python",Y,Intermediate,19.99,403,2025-05-01
CRS10716,Mastering Game Development in 2025,Development,GAME DEVELOPMENT,Portuguese,Wanjiru Kumar,4.2,20672,4.5,278.0,"Cybersecurity Basics, Kubernetes, JavaScript, Azure",No,Beginner,9.99,2417,18/09/2023
CRS10600,Cloud Computing Crash Course,It & Software,Cloud Computing,Japanese,Daniel Fernandez,6.9,1835,4.0,88.0,"Accounting, Node.js, JavaScript",yes,Advanced,59.99,184,2026/01/01
CRS10258,Advanced UX/UI Design Masterclass,Design,UX/UI Design,Japanese,olga reddy,5.8,7610,3.5,397.0,"Public Speaking, Tableau",No,Beginner,9.99,529,12/10/2024
CRS10412,Advanced Music Production Masterclass,Music,Music Production,Mandarin,Neha Garcia,2.7,1505,4.5,87.0,"Git, Scrum, Statistics, Azure, 3D Modeling",Yes,Beginner,12.99,134,11-20-2023
CRS10336,Photography Basics Crash Course, Photography & Video ,Photography Basics,Portuguese,  Olga Nguyen  ,6.0,19474,,547.0,"Copywriting, Unity",Yes,Beginner,19.99,2813,08-23-2023
CRS10538,Complete Videography Bootcamp,Photography & Video,videography,Japanese,Kenji Reddy,7.8,11663,4.2,321.0,"Piano, Java, React, Agile",,Advanced,24.99,801,02-01-2024
CRS10016,Web Development Crash Course,Development,web development,german,Daniel Khan,5.6,6231,3.5,345.0,"Piano, Git, Python, React",Yes,Intermediate,59.99,622,03-15-2023
CRS10004,Mastering Project Management in 2025,Business,Project Management,Japanese,Fatima Ali,3.3,1452,4.4,35.0,"Figma, Public Speaking, Power BI, Excel, Deep Learning",Yes,Intermediate,79.99,178,06/10/2024
CRS10657,Business Strategy for Beginners,Business,BUSINESS STRATEGY,Spanish,Lucia Rossi,7.4,7467,4.4,126.0,"Statistics, Agile, React, Piano, Tableau",Yes,Advanced,9.99,994,2024/05/05
CRS10257,Advanced Database Design Masterclass,Development,database design,french,  Sara Khan  ,5.3,3089,4.5,113.0,"Node.js, Figma, Data Visualization, Photoshop, 3D Modeling",Yes,Advanced,79.99,287,2024/11/05
CRS10426,Practical Personal Finance Projects,Personal Development,Personal Finance,German,Rahul Johnson,3.1,183,4.4,9.0,Statistics,,Intermediate,12.99,39,06-12-2025
CRS10448,Photography Basics for Beginners,Photography & Video,Photography Basics,Hindi,Sara Costa,5.3,10316,4.9,205.0,Accounting,N,Advanced,9.99,1378,04-07-2024
CRS10791,Complete SEO Bootcamp,MARKETING,SEO,French,Maria Patel,6.8,4671,4.8,86.0,"SEO, Negotiation",yes,Intermediate,49.99,592,05-07-2023
CRS10223,Digital Marketing Crash Course,marketing,Digital Marketing,Portuguese,Grace Rossi,2.2,21214,4.5,1074.0,"Azure, Docker, Networking",yes,Intermediate,12.99,4107,27/06/2024
CRS10514,Music Theory Crash Course,Music,Music Theory,Hindi,Michael Patel,10.9,15408,4.1,668.0,Excel,No,Intermediate,0.0,3350,2025-12-25
CRS10427,The Ultimate Personal Finance Course,Personal Development,Personal Finance,English,Lucia Silva,11.0,990,3.9,53.0,Accounting,No,Beginner,99.99,156,10-30-2023
CRS10433,Data Science: Zero to Hero,IT & Software,Data Science,Japanese,Maria Ali,6.1,2150,4.5,84.0,"Video Editing, Data Visualization, Docker, Python",,Advanced,0.0,516,2025-01-07
CRS10325,Complete Finance Bootcamp,Business,Finance,arabic,Wei Ali,7.3,9976,4.5,108.0,"Azure, Copywriting, SQL",yes,Beginner,12.99,2419,21/09/2023
CRS10517,Design Tools: Zero to Hero,Design,Design Tools,English,Rahul Singh,4.9,27750,4.9,769.0,"Video Editing, AWS, C++, JavaScript, Copywriting",no,Advanced,49.99,1676,10-01-2025
CRS10010,Practical Instruments Projects,Music,instruments,Mandarin,Sara Silva,2.2,3523,3.6,60.0,JavaScript,Yes,Advanced,0.0,741,24/05/2024
CRS10250,Cybersecurity for Beginners,IT & Software,Cybersecurity,SPANISH,Ahmed Reddy,6.0,9367,3.6,330.0,"Git, Google Ads",no,Intermediate,9.99,1291,2024-11-19
CRS10023,Design Tools: Zero to Hero,Design,Design Tools,Arabic,michael ito,1.7,3908,4.3,137.0,"Deep Learning, Photoshop, C++, Python",N,Beginner,34.99,235,24/03/2024
CRS10357,Entrepreneurship for Beginners,Business,Entrepreneurship,Spanish,Kenji Kim,4.5,8072,4.3,235.0,"React, Copywriting",No,All Levels,19.99,466,09-26-2023
CRS10222,Practical Music Theory Projects,Music,Music Theory,English,Liam Johnson,1.1,30007,3.8,898.0,"Figma, Public Speaking",No,Advanced,59.99,4982,2026-01-02
CRS10586,Graphic Design Crash Course,Design,Graphic Design,Mandarin,Rahul Brown,4.3,492,4.8,5.0,"Copywriting, Unreal Engine",,Intermediate,79.99,81,13/10/2023
CRS10746,Complete Productivity Bootcamp, Personal Development ,Productivity,Spanish,  David Zhang  ,1.5,3321,4.3,89.0,HTML/CSS,Yes,Intermediate,9.99,777,2025/03/11
CRS10513,UX/UI Design Crash Course,Design,UX/UI Design,Japanese,David Smith,5.3,12241,4.8,290.0,Statistics,yes,All Levels,12.99,994,25/08/2024
CRS10515,Video Editing Crash Course,Photography & Video,video editing,HINDI,grace fernandez,14.3,16678,4.6,865.0,"Unreal Engine, Google Ads, Python",Yes,All Levels,19.99,3511,03/05/2024
CRS10341,Cybersecurity for Beginners,IT & Software,Cybersecurity,Mandarin,CARLOS SHARMA,5.2,"17,085",4.3,592.0,"Networking, Piano, Git, Excel",Yes,Advanced,9.99,3253,03-01-2023
CRS10724,Web Development: Zero to Hero,Development, Web Development ,german,Wei Zhang,18.2,1684,3.7,80.0,"Excel, 3D Modeling",Yes,Beginner,24.99,198,07-21-2024
CRS10204,Leadership Crash Course,Personal Development,LEADERSHIP,Japanese,Sofia Petrov,8.8,140,3.8,4.0,"3D Modeling, Power BI",Y,All Levels,99.99,34,2026-01-30
CRS10238,Design Tools Crash Course,Design,Design Tools,German,Fatima Diaz,1.6,6072,4.6,282.0,"Music Theory, React, After Effects, Cybersecurity Basics, Node.js",Yes,Advanced,0.0,868,2024-03-22
CRS10094,Practical Graphic Design Projects,Design,Graphic Design,Portuguese,OLGA WEBER,5.4,1406,4.0,40.0,"Cybersecurity Basics, Power BI, Java, Music Theory, Kubernetes",No,All Levels,59.99,75,02-10-2025
CRS10685,Mastering Photography Basics in 2025,Photography & Video,Photography Basics,Portuguese,wanjiru diaz,10.0,7878,4.5,145.0,"Azure, C++, Unity, Kubernetes",Yes,All Levels,49.99,478,11-03-2023
CRS10611,Mastering 3D & Animation in 2025,design,3D & Animation,french,Fatima Smith,5.1,4232,4.8,160.0,"Machine Learning, Docker, Tableau",N,Intermediate,59.99,501,2024-09-12
CRS10546,Complete Design Tools Bootcamp,DESIGN,Design Tools,HINDI,john ali,4.5,3317,4.6,44.0,"After Effects, Networking, Java",Yes,Intermediate,9.99,178,12/04/2023
CRS10285,Video Editing Crash Course,Photography & Video,Video Editing,Spanish,Olga Costa,11.4,6492,4.7,320.0,"Azure, Git",No,All Levels,12.99,996,10-24-2025
CRS10185,The Ultimate Digital Marketing Course,Marketing,Digital Marketing,portuguese,Kenji Ali.,7.6,2198,5.0,44.0,"Data Visualization, AWS, React, Java",yes,Beginner,9.99,326,2023/08/01
CRS10826,The Ultimate UX/UI Design Course,Design,UX/UI Design,Japanese,sara nguyen,11.1,5915,4.0,70.0,"JavaScript, Piano, Deep Learning, Accounting, SQL",,All Levels,59.99,1002,2024/06/22
CRS10454,Graphic Design Crash Course, Design ,Graphic Design,French,Lucia Diaz,11.0,9823,3.8,445.0,"HTML/CSS, Networking, Power BI, Financial Modeling",Yes,All Levels,24.99,1689,09-03-2024
CRS10154,Graphic Design Crash Course,Design,Graphic Design,Portuguese,Neha Kumar,9.5,"2,280",3.7,,"Statistics, SEO, Azure",Yes,Intermediate,0.0,149,2024-07-29
CRS10076,Instruments: Zero to Hero,Music, Instruments ,Arabic,Aarav Diaz,12.3,8835,4.1,524.0,"Google Ads, Git",Yes,Advanced,12.99,707,03/05/2025
CRS10689,Practical Design Tools Projects,Design,design tools,English,kenji reddy,10.9,12875,4.4,201.0,"Networking, Scrum, Unreal Engine, SEO, Tableau",No,Intermediate,19.99,1693,10-21-2023
CRS10537,Practical Project Management Projects,Business,Project Management,Spanish,Emily Smith,7.5,6.9k,4.2,155.0,"Git, Cybersecurity Basics, Copywriting",no,Intermediate,0.0,712,2023-04-24
CRS10278,Mastering Music Theory in 2025,Music,Music Theory,Hindi,Lucia Weber,13.4,3726,4.1,183.0,"Cybersecurity Basics, Figma, C++, HTML/CSS",Yes,Advanced,34.99,599,01-11-2024
CRS10069,Advanced Career Development Masterclass,Personal Development,Career Development,Mandarin,David Singh,5.8,2343,4.8,91.0,"Tableau, Negotiation, JavaScript",No,All Levels,19.99,568,31/05/2024
CRS10791,Complete SEO Bootcamp,MARKETING,SEO,French,Maria Patel,6.8,4671,4.8,86.0,"SEO, Negotiation",yes,Intermediate,49.99,592,05-07-2023
CRS10189,Web Development Crash Course,Development,Web Development,Mandarin,Thomas Johnson,4.2,5611,3.8,229.0,"Video Editing, Piano, Kubernetes",yes,All Levels,24.99,1068,2025-01-14
CRS10272,Advanced Database Design Masterclass,Development,Database Design,Portuguese,Aarav Fernandez,5.3,7687,4.8,356.0,"Tableau, C++, SEO",Y,Advanced,34.99,1578,30/12/2025
CRS10695,Sales for Beginners,Business,Sales,French,Priya Diaz,4.0,8402,3.9,276.0,Excel,Yes,Intermediate,9.99,851,10-09-2023
CRS10542,Complete Instruments Bootcamp,Music,instruments,Arabic,Liam Mueller,3.0,4222,5.0,52.0,Power BI,Yes,All Levels,49.99,240,2023/02/08
CRS10237,Advanced Data Science Masterclass,IT & Software,Data Science,mandarin,Fatima Fernandez,3.8,6765,,365.0,"Python, React, Photoshop, Statistics",no,All Levels,12.99,1218,10/03/2023
CRS10089,Mastering Photography Basics in 2025, Photography & Video ,Photography Basics,Portuguese,anastasia rossi,4.4,2682,3.9,54.0,"Scrum, Networking, Copywriting, SQL, Machine Learning",,All Levels,12.99,329,03-16-2024
CRS10737,Advanced Photography Basics Masterclass,Photography & Video,Photography Basics,Portuguese,  Isabella Kumar  ,12.4,5451,4.5,104.0,"Tableau, Financial Modeling, Negotiation, Docker",Yes,Intermediate,0.0,741,27/07/2023
CRS10118,IT Certifications Crash Course, IT & Software ,IT Certifications,Hindi,Aisha Patel,1.9,27119,4.4,1100.0,"Statistics, Node.js",Yes,All Levels,24.99,1454,2025-01-08
CRS10126,Music Production: Zero to Hero,Music,Music Production,German,Aarav Rossi,14.4,8336,3.9,483.0,"Photoshop, Music Theory",Yes,Intermediate,24.99,664,2025/05/23
CRS10712,Complete Videography Bootcamp,Photography & Video,Videography,German,Yusuf Novak,3.5,6203,4.6,,"AWS, Excel, Google Ads",No,All Levels,0.0,503,2023-11-14
CRS10290,Practical Photography Basics Projects,Photography & Video,Photography Basics,Espanol,Priya Diaz.,4.5,522,4.2,26.0,AWS,No,All Levels,19.99,73,02/09/2025
CRS10239,Cybersecurity: Zero to Hero,IT & Software,CYBERSECURITY,Mandarin,Aarav Smith,15.1,9667,4.3,181.0,"C++, Accounting, Machine Learning, Photoshop, AWS",No,Advanced,99.99,1817,2023-05-03
CRS10001,Advanced Entrepreneurship Masterclass, Business ,Entrepreneurship,French,Sara Chen,7.6,3801,3.9,67.0,"Excel, SQL, Machine Learning, Kubernetes",Yes,Beginner,59.99,234,2024/02/12
CRS10261,Mastering Graphic Design in 2025,Design,Graphic Design,Arabic,Grace Weber,6.5,2066,5.0,46.0,"Git, Deep Learning",no,All Levels,24.99,450,2025-03-18
CRS10848,Mastering Digital Marketing in 2025,marketing,Digital Marketing,German,Aisha Sharma,10.8,10472,4.0,160.0,"Java, Negotiation, Python, 3D Modeling, Public Speaking",,Intermediate,79.99,2158,2024/08/10
CRS10756,Mastering Web Development in 2025,development,Web Development,german,Sara Mueller,9.5,3568,3.9,38.0,"AWS, Accounting",,Advanced,19.99,866,2026-01-15
