Course_ID,Course_Name,Category,Subcategory,Language,Instructor,Duration_Hours,Views,Ratings,Number_of_Reviews,Skills,Skill_Count,Subtitles,Course_Level,Course_Price,Enrollment,Course_Date,Course_Year,Course_Month,Views_Outlier,Duration_Outlier
CRS10194,The Ultimate IT Certifications Course,It & Software,It Certifications,Hindi,Isabella Kumar,9.3,10520,4.3,535,"Guitar, Google Ads, Git, Python",4,No,Beginner,34.99,1477,2023-10-25,2023,10,False,False
CRS10287,Advanced Project Management Masterclass,Business,Project Management,English,Isabella Reddy,5.4,1434,5.0,59,"3D Modeling, Negotiation, Data Visualization, Financial Modeling",4,No,Advanced,19.99,297,2023-12-10,2023,12,False,False
CRS10827,The Ultimate Database Design Course,Development,Database Design,Arabic,Aisha Mueller,1.9,484,4.7,10,"React, Video Editing, 3D Modeling, Tableau, Cybersecurity Basics",5,No,Intermediate,0.0,64,2024-02-12,2024,2,False,False
CRS10360,Practical Photography Basics Projects,Photography & Video,Photography Basics,German,Rahul Johnson,5.5,4938,4.5,87,"Azure, Deep Learning, Excel, Machine Learning",4,No,Advanced,24.99,793,2025-07-20,2025,7,False,False
CRS10141,Web Development Crash Course,Development,Web Development,Japanese,Olga Weber,6.2,6987,3.9,165,"HTML/CSS, C++, SEO, Machine Learning, Copywriting",5,Yes,Intermediate,9.99,1123,2026-01-03,2026,1,False,False
CRS10174,Advanced Career Development Masterclass,Personal Development,Career Development,Hindi,David Mueller,8.2,34767,4.4,1288,"Copywriting, Docker, C++",3,No,Intermediate,0.0,8434,2025-04-07,2025,4,True,False
CRS10007,The Ultimate UX/UI Design Course,Design,Ux/Ui Design,Spanish,Daniel Novak,5.8,1257,4.2,54,"SQL, React, Accounting, Copywriting",4,Yes,Intermediate,79.99,141,2023-06-11,2023,6,False,False
CRS10822,Practical Music Theory Projects,Music,Music Theory,Mandarin,Wanjiru Petrov,11.4,2103,4.6,25,"C++, Java, Public Speaking, Music Theory",4,No,All Levels,0.0,257,2025-12-25,2025,12,False,False
CRS10352,The Ultimate Videography Course,Photography & Video,Videography,Spanish,Isabella Smith,5.4,7362,4.2,294,"Networking, Negotiation, Scrum, Java, Machine Learning",5,Yes,All Levels,9.99,1407,2024-06-17,2024,6,False,False
CRS10074,Photography Basics for Beginners,Photography & Video,Photography Basics,Arabic,Lucia Sharma,2.5,4400,5.0,111,"Photoshop, Statistics, Machine Learning",3,No,Beginner,24.99,935,2023-07-22,2023,7,False,False
CRS10599,Mastering IT Certifications in 2025,It & Software,It Certifications,Portuguese,Olga Reddy,6.5,8352,4.9,90,"Networking, Photoshop, Statistics, Guitar, Java",5,No,Beginner,0.0,1784,2025-03-21,2025,3,False,False
CRS10307,The Ultimate Social Media Marketing Course,Marketing,Social Media Marketing,Spanish,Liam Khan,4.2,12719,4.0,494,"AWS, Negotiation, Figma, Google Ads",4,No,Intermediate,79.99,2250,2024-04-15,2024,4,False,False
CRS10800,IT Certifications for Beginners,It & Software,It Certifications,Japanese,Aisha Chen,1.5,18726,4.7,0,"Piano, Python, Music Theory",3,No,Intermediate,24.99,1268,2024-09-03,2024,9,False,False
CRS10146,Practical Photography Basics Projects,Photography & Video,Photography Basics,German,Aisha Rossi,7.6,3698,4.5,0,"Docker, Google Ads, 3D Modeling",3,No,Intermediate,49.99,552,2025-01-24,2025,1,False,False
CRS10235,Advanced 3D & Animation Masterclass,Design,3D & Animation,Japanese,Olga Fernandez,2.0,1662,5.0,52,"React, Node.js, Scrum",3,No,Advanced,79.99,321,2025-10-04,2025,10,False,False
CRS10221,Mastering Game Development in 2025,Development,Game Development,Mandarin,Isabella Johnson,4.1,2642,5.0,76,Video Editing,1,No,Advanced,49.99,588,2025-02-11,2025,2,False,False
CRS10413,Practical Finance Projects,Business,Finance,Mandarin,Isabella Zhang,2.1,7359,4.0,302,Video Editing,1,No,Advanced,34.99,1812,2025-07-12,2025,7,False,False
CRS10802,Mastering Music Production in 2025,Music,Music Production,Mandarin,Yusuf Ito,8.4,471,4.2,7,"3D Modeling, Statistics, Google Ads, Piano, Unreal Engine",5,No,All Levels,0.0,113,2025-12-05,2025,12,False,False
CRS10133,Advanced Cybersecurity Masterclass,It & Software,Cybersecurity,German,Wanjiru Novak,5.4,4015,4.2,185,Java,1,No,All Levels,0.0,887,2024-07-21,2024,7,False,False
CRS10430,Cloud Computing for Beginners,It & Software,Cloud Computing,Arabic,Ahmed Ito,3.1,11044,3.8,520,Azure,1,No,Intermediate,19.99,2426,2025-04-17,2025,4,False,False
CRS10303,Mastering Music Theory in 2025,Music,Music Theory,French,Noah Ali,6.0,1186,4.0,21,"Excel, Unreal Engine, Azure, Networking, HTML/CSS",5,No,Advanced,24.99,137,2025-05-07,2025,5,False,False
CRS10486,The Ultimate Network & Security Course,It & Software,Network & Security,Japanese,David Nguyen,10.3,2628,4.4,142,"After Effects, Excel, HTML/CSS, Power BI",4,Yes,Intermediate,59.99,376,2023-01-17,2023,1,False,False
CRS10042,Digital Marketing Crash Course,Marketing,Digital Marketing,Hindi,Ahmed Zhang,7.7,320541,4.8,15959,"Video Editing, SEO, Data Visualization",3,Yes,All Levels,12.99,73083,2025-07-24,2025,7,True,False
CRS10534,Practical Data Science Projects,It & Software,Data Science,Mandarin,Wanjiru Johnson,6.6,1564,3.9,29,"Copywriting, JavaScript, React, Networking, Figma",5,Yes,Advanced,0.0,336,2024-04-03,2024,4,False,False
CRS10109,Practical Social Media Marketing Projects,Marketing,Social Media Marketing,English,Olga Costa,6.2,7141,4.1,308,"Kubernetes, Negotiation, Machine Learning",3,No,Advanced,0.0,1104,2026-01-01,2026,1,False,False
CRS10397,The Ultimate Graphic Design Course,Design,Graphic Design,French,Yusuf Weber,6.0,1300,3.7,14,"Unity, 3D Modeling, Negotiation",3,No,All Levels,24.99,100,2023-11-29,2023,11,False,False
CRS10057,Content Marketing Crash Course,Marketing,Content Marketing,Hindi,Emily Diaz,4.1,11781,4.7,634,"Git, Agile",2,No,All Levels,24.99,2321,2025-07-17,2025,7,False,False
CRS10301,Business Strategy for Beginners,Business,Business Strategy,Hindi,Olga Rossi,14.2,7154,4.7,236,"Public Speaking, React, 3D Modeling, Guitar",4,Yes,Intermediate,0.0,946,2023-12-22,2023,12,False,True
CRS10831,Complete Video Editing Bootcamp,Photography & Video,Video Editing,Portuguese,Rahul Novak,10.5,4182,4.3,213,"Agile, SEO, Copywriting, AWS, Java",5,No,Advanced,59.99,482,2024-11-21,2024,11,False,False
CRS10469,Practical Cloud Computing Projects,It & Software,Cloud Computing,Spanish,Aarav Kim,4.4,25600,4.0,461,"Unreal Engine, Docker, Tableau, C++",4,Yes,Intermediate,49.99,1640,2025-04-04,2025,4,True,False
CRS10025,Music Theory for Beginners,Music,Music Theory,German,Yusuf Kim,10.5,5500,4.0,229,"Machine Learning, Java, C++, Figma, Statistics",5,Yes,Intermediate,0.0,975,2025-04-29,2025,4,False,False
CRS10676,Career Development: Zero to Hero,Personal Development,Career Development,Portuguese,Neha Kumar,6.5,1088,4.2,47,"AWS, Accounting, After Effects, Docker",4,No,Beginner,49.99,213,2024-10-14,2024,10,False,False
CRS10594,Database Design Crash Course,Development,Database Design,French,Wei Chen,3.5,1870,4.0,0,"Financial Modeling, Scrum, HTML/CSS",3,Yes,All Levels,0.0,183,2023-06-06,2023,6,False,False
CRS10409,Mastering Digital Marketing in 2025,Marketing,Digital Marketing,Hindi,Fatima Smith,3.5,46085,4.3,1018,Azure,1,Yes,All Levels,19.99,6918,2024-02-26,2024,2,True,False
CRS10052,Practical Graphic Design Projects,Design,Graphic Design,German,Emily Khan,14.6,3047,3.8,91,"React, JavaScript, Photoshop, Guitar",4,Yes,All Levels,24.99,527,2026-01-11,2026,1,False,True
CRS10383,Content Marketing: Zero to Hero,Marketing,Content Marketing,Portuguese,Liam Brown,6.5,2694,4.6,135,Docker,1,Yes,Intermediate,49.99,432,2025-11-07,2025,11,False,False
CRS10796,Advanced Digital Marketing Masterclass,Marketing,Digital Marketing,French,David Sharma,6.5,4183,3.9,0,"Docker, AWS, Kubernetes, Unreal Engine",4,No,Intermediate,0.0,934,2024-05-06,2024,5,False,False
CRS10692,Practical Sales Projects,Business,Sales,German,Aisha Garcia,4.9,912,3.8,24,React,1,Yes,Advanced,59.99,140,2025-09-04,2025,9,False,False
CRS10265,Advanced Video Editing Masterclass,Photography & Video,Video Editing,Arabic,Emily Khan,11.3,37206,4.5,695,"Python, Scrum, Networking",3,Yes,Beginner,79.99,2592,2025-10-07,2025,10,True,False
CRS10674,Mastering Project Management in 2025,Business,Project Management,Spanish,Isabella Petrov,7.4,42196,4.3,926,"SEO, Photoshop, React, C++",4,No,Beginner,0.0,8507,2023-10-05,2023,10,True,False
CRS10598,Practical Instruments Projects,Music,Instruments,Arabic,Sara Brown,1.8,5287,3.5,277,"Machine Learning, Node.js, Networking, Piano, Financial Modeling",5,Yes,Advanced,24.99,477,2024-08-20,2024,8,False,False
CRS10520,Practical Business Strategy Projects,Business,Business Strategy,Portuguese,Grace Singh,6.7,10912,4.8,143,"Google Ads, HTML/CSS, Piano, AWS, Copywriting",5,No,Beginner,19.99,1277,2023-02-01,2023,2,False,False
CRS10690,The Ultimate Graphic Design Course,Design,Graphic Design,Portuguese,Grace Costa,8.1,12986,4.9,305,"Networking, Public Speaking, Unreal Engine",3,No,Intermediate,99.99,1295,2024-01-21,2024,1,False,False
CRS10019,The Ultimate Videography Course,Photography & Video,Videography,English,Fatima Ito,6.2,8758,4.2,135,Unreal Engine,1,No,Advanced,34.99,837,2025-11-13,2025,11,False,False
CRS10654,Leadership Crash Course,Personal Development,Leadership,German,Fatima Mueller,10.0,2631,4.2,72,Negotiation,1,No,Beginner,59.99,543,2024-06-11,2024,6,False,False
CRS10437,Digital Marketing: Zero to Hero,Marketing,Digital Marketing,Hindi,Anastasia Zhang,8.3,7357,4.1,200,"Statistics, 3D Modeling, Python",3,Yes,Intermediate,34.99,861,2025-05-17,2025,5,False,False
CRS10084,Mastering Finance in 2025,Business,Finance,French,Aarav Nguyen,12.4,4802,4.7,275,"Java, HTML/CSS, Machine Learning, Tableau, Copywriting",5,No,All Levels,59.99,381,2025-04-21,2025,4,False,False
CRS10062,The Ultimate Graphic Design Course,Design,Graphic Design,Mandarin,Noah Singh,9.1,5747,4.2,330,"Power BI, Python, Kubernetes, Copywriting, Java",5,No,Advanced,24.99,946,2023-09-03,2023,9,False,False
CRS10273,The Ultimate Sales Course,Business,Sales,English,Grace Patel,5.4,5401,3.8,319,"Kubernetes, Music Theory, Copywriting",3,Yes,Advanced,0.0,1282,2024-02-18,2024,2,False,False
CRS10286,Complete Productivity Bootcamp,Personal Development,Productivity,Arabic,Emily Ito,2.9,2601,4.0,54,"Music Theory, SEO",2,No,Beginner,59.99,441,2023-07-01,2023,7,False,False
CRS10823,Complete 3D & Animation Bootcamp,Design,3D & Animation,German,Sara Nguyen,7.8,10548,4.3,352,"Negotiation, Scrum, 3D Modeling, Excel, SQL",5,Yes,Intermediate,19.99,2486,2026-01-14,2026,1,False,False
CRS10549,Complete IT Certifications Bootcamp,It & Software,It Certifications,Hindi,Neha Rossi,9.2,3169,4.4,75,"Unity, Financial Modeling, Kubernetes, Statistics, Excel",5,Yes,Intermediate,34.99,336,2023-06-10,2023,6,False,False
CRS10183,Practical Data Science Projects,It & Software,Data Science,French,Grace Rossi,5.1,7626,4.5,370,React,1,Yes,All Levels,9.99,1669,2023-07-04,2023,7,False,False
CRS10363,Advanced Graphic Design Masterclass,Design,Graphic Design,Arabic,Aarav Zhang,3.5,1236,4.4,39,"Networking, Cybersecurity Basics, SQL, Agile",4,No,Intermediate,19.99,216,2025-03-13,2025,3,False,False
CRS10539,Complete Project Management Bootcamp,Business,Project Management,French,Daniel Costa,2.8,1579,4.0,34,Photoshop,1,No,Beginner,0.0,365,2023-09-17,2023,9,False,False
CRS10224,Leadership: Zero to Hero,Personal Development,Leadership,Hindi,Sara Singh,8.7,140320,4.2,2114,Cybersecurity Basics,1,No,Advanced,49.99,20651,2024-07-16,2024,7,True,False
CRS10484,Photography Basics Crash Course,Photography & Video,Photography Basics,French,Wei Ito,19.8,888,3.9,9,C++,1,No,Advanced,59.99,172,2023-06-28,2023,6,False,True
CRS10612,Music Production: Zero to Hero,Music,Music Production,Japanese,Priya Rossi,2.7,3114,4.6,47,"React, Agile, Machine Learning, Cybersecurity Basics",4,Yes,Intermediate,79.99,406,2025-09-24,2025,9,False,False
CRS10369,Mastering 3D & Animation in 2025,Design,3D & Animation,German,Daniel Novak,4.1,18249,5.0,972,"Accounting, Negotiation",2,No,Beginner,12.99,4491,2025-06-18,2025,6,False,False
CRS10766,Complete Content Marketing Bootcamp,Marketing,Content Marketing,Hindi,Carlos Chen,11.0,1487,4.6,19,"Unity, React",2,No,Intermediate,9.99,189,2023-03-24,2023,3,False,False
CRS10507,Complete Personal Finance Bootcamp,Personal Development,Personal Finance,Mandarin,Grace Diaz,4.1,6381,4.8,307,"HTML/CSS, JavaScript, SQL",3,Yes,Beginner,9.99,368,2023-08-04,2023,8,False,False
CRS10533,Complete Graphic Design Bootcamp,Design,Graphic Design,Hindi,Hiro Sharma,2.7,5570,3.7,159,"Tableau, Negotiation, Azure, Music Theory, Networking",5,Yes,Intermediate,79.99,1015,2025-08-28,2025,8,False,False
CRS10177,Complete Business Strategy Bootcamp,Business,Business Strategy,Hindi,Carlos Novak,6.4,2393,4.5,114,"Copywriting, Data Visualization, Power BI, C++, Java",5,No,Advanced,34.99,131,2025-07-26,2025,7,False,False
CRS10585,The Ultimate Finance Course,Business,Finance,German,Daniel Sharma,10.0,27344,4.2,1460,"3D Modeling, Git, Deep Learning, Cybersecurity Basics, Photoshop",5,Yes,Advanced,79.99,6433,2024-11-22,2024,11,True,False
CRS10641,Advanced Network & Security Masterclass,It & Software,Network & Security,French,John Chen,7.3,8286,4.8,312,"Photoshop, Networking, Git",3,No,Beginner,19.99,1783,2024-07-18,2024,7,False,False
CRS10164,Practical Content Marketing Projects,Marketing,Content Marketing,German,Rahul Smith,11.9,2500,4.4,52,Machine Learning,1,Yes,All Levels,79.99,233,2024-04-10,2024,4,False,False
CRS10249,Network & Security: Zero to Hero,It & Software,Network & Security,Hindi,John Reddy,5.8,1620,4.2,45,"Git, Data Visualization, React",3,Yes,Intermediate,99.99,103,2023-01-24,2023,1,False,False
CRS10697,The Ultimate SEO Course,Marketing,Seo,Japanese,Thomas Fernandez,8.9,4046,4.4,40,"Public Speaking, After Effects",2,No,Advanced,49.99,942,2023-03-01,2023,3,False,False
CRS10767,Mastering Business Strategy in 2025,Business,Business Strategy,French,Rahul Sharma,8.9,19564,4.7,1150,Data Visualization,1,Yes,Intermediate,49.99,2454,2023-10-23,2023,10,False,False
CRS10075,Mastering Music Theory in 2025,Music,Music Theory,Arabic,Aarav Johnson,3.4,4147,4.6,128,"Piano, Unreal Engine",2,No,Beginner,19.99,980,2024-05-01,2024,5,False,False
CRS10114,Digital Marketing Crash Course,Marketing,Digital Marketing,Spanish,Noah Khan,6.4,6080,3.9,286,"Financial Modeling, SEO, Deep Learning",3,Yes,All Levels,49.99,344,2024-05-13,2024,5,False,False
CRS10555,Advanced Finance Masterclass,Business,Finance,Arabic,Aisha Rossi,3.3,30254,4.2,1347,"Excel, Kubernetes",2,No,Advanced,79.99,3156,2024-10-05,2024,10,True,False
CRS10623,Cybersecurity: Zero to Hero,It & Software,Cybersecurity,Spanish,David Ali,5.8,2735,4.0,111,"SQL, Deep Learning, 3D Modeling, Google Ads",4,Yes,All Levels,0.0,627,2023-01-18,2023,1,False,False
CRS10105,Music Production Crash Course,Music,Music Production,Hindi,Sara Costa,4.6,7303,4.1,166,Azure,1,No,All Levels,59.99,1360,2023-09-18,2023,9,False,False
CRS10115,Entrepreneurship: Zero to Hero,Business,Entrepreneurship,Mandarin,Isabella Kumar,3.6,149920,4.4,4063,Networking,1,Yes,Advanced,79.99,32120,2023-07-15,2023,7,True,False
CRS10347,Mastering Network & Security in 2025,It & Software,Network & Security,English,Michael Kim,1.9,14925,4.4,689,"Photoshop, Music Theory",2,Yes,Intermediate,79.99,1106,2025-04-20,2025,4,False,False
CRS10093,Advanced Business Strategy Masterclass,Business,Business Strategy,English,Liam Diaz,4.9,8345,4.4,296,"Figma, Power BI, Unity, Cybersecurity Basics, AWS",5,No,All Levels,9.99,1305,2024-05-11,2024,5,False,False
CRS10821,Programming Languages: Zero to Hero,Development,Programming Languages,Portuguese,Sofia Costa,10.2,15891,4.8,260,"Guitar, Azure",2,Yes,All Levels,19.99,2860,2025-02-18,2025,2,False,False
CRS10090,Complete Music Production Bootcamp,Music,Music Production,Hindi,Hiro Mueller,15.2,2509,4.5,35,"Excel, Deep Learning, Power BI",3,No,Intermediate,24.99,563,2024-08-14,2024,8,False,True
CRS10337,Complete Video Editing Bootcamp,Photography & Video,Video Editing,Arabic,David Brown,5.3,1881,4.0,110,Networking,1,Yes,Intermediate,24.99,218,2025-10-14,2025,10,False,False
CRS10491,Mastering Productivity in 2025,Personal Development,Productivity,Arabic,Grace Rossi,5.0,6591,3.8,225,"After Effects, Music Theory, Python, Agile",4,No,Intermediate,99.99,336,2025-07-09,2025,7,False,False
CRS10797,Advanced Entrepreneurship Masterclass,Business,Entrepreneurship,English,Wanjiru Chen,8.7,3211,3.5,116,"Excel, Accounting, Node.js, SQL",4,No,Advanced,12.99,602,2025-10-05,2025,10,False,False
CRS10808,Complete Photography Basics Bootcamp,Photography & Video,Photography Basics,Hindi,Daniel Brown,3.4,1567,4.7,50,"HTML/CSS, Negotiation",2,No,Beginner,0.0,306,2023-05-16,2023,5,False,False
CRS10530,Mastering Music Theory in 2025,Music,Music Theory,German,Sara Kim,5.0,6117,5.0,211,"Statistics, Cybersecurity Basics, Unreal Engine, Azure",4,No,Advanced,9.99,896,2024-10-25,2024,10,False,False
CRS10535,Mastering Productivity in 2025,Personal Development,Productivity,German,Wanjiru Novak,3.8,1000,4.4,27,"HTML/CSS, Power BI, Guitar, React",4,No,Advanced,99.99,199,2023-03-03,2023,3,False,False
CRS10095,Advanced Career Development Masterclass,Personal Development,Career Development,Arabic,Liam Costa,3.4,1580,3.9,25,"Google Ads, Kubernetes, Networking",3,Yes,Advanced,59.99,360,2024-07-14,2024,7,False,False
CRS10012,Advanced Content Marketing Masterclass,Marketing,Content Marketing,Mandarin,Anastasia Costa,9.3,1838,4.2,97,"Google Ads, Kubernetes",2,No,Beginner,24.99,321,2023-04-28,2023,4,False,False
CRS10406,Complete Video Editing Bootcamp,Photography & Video,Video Editing,Arabic,Daniel Khan,4.0,12358,4.5,480,"Cybersecurity Basics, Figma",2,No,All Levels,49.99,981,2024-11-28,2024,11,False,False
CRS10044,UX/UI Design Crash Course,Design,Ux/Ui Design,French,Olga Smith,17.5,515,4.1,6,"Statistics, C++, Networking, Excel",4,Yes,Advanced,0.0,110,2025-06-20,2025,6,False,True
CRS10043,Advanced Data Science Masterclass,It & Software,Data Science,Mandarin,Thomas Sharma,9.8,2235,4.2,86,"Unity, Networking, C++, Agile, Guitar",5,No,Advanced,59.99,127,2026-01-17,2026,1,False,False
CRS10330,Instruments Crash Course,Music,Instruments,German,Olga Fernandez,5.5,2005,4.3,119,"Accounting, Azure, Python, Networking",4,Yes,All Levels,49.99,443,2025-12-06,2025,12,False,False
CRS10168,Practical Music Theory Projects,Music,Music Theory,English,Wei Petrov,4.3,3088,2.9,0,Deep Learning,1,No,Advanced,12.99,663,2023-04-11,2023,4,False,False
CRS10759,Music Theory: Zero to Hero,Music,Music Theory,French,Lucia Reddy,12.0,848,4.3,21,"Public Speaking, Accounting, Docker, Excel",4,Yes,Intermediate,0.0,76,2024-12-28,2024,12,False,False
CRS10524,Complete Video Editing Bootcamp,Photography & Video,Video Editing,Japanese,John Reddy,4.5,3684,4.1,99,"Unity, Video Editing",2,No,Advanced,0.0,821,2025-03-15,2025,3,False,False
CRS10660,Advanced Web Development Masterclass,Development,Web Development,Mandarin,Thomas Singh,2.9,29250,5.0,528,"Azure, Video Editing, Accounting, Excel, Kubernetes",5,Yes,Intermediate,12.99,4222,2024-10-17,2024,10,True,False
CRS10536,Mastering Productivity in 2025,Personal Development,Productivity,French,Anastasia Rossi,3.8,2498,4.5,46,Photoshop,1,No,Beginner,24.99,461,2023-05-25,2023,5,False,False
CRS10179,Complete Photography Basics Bootcamp,Photography & Video,Photography Basics,Japanese,Aarav Rossi,4.6,4896,4.1,218,Python,1,No,Intermediate,12.99,460,2024-12-06,2024,12,False,False
CRS10569,Advanced Photography Basics Masterclass,Photography & Video,Photography Basics,French,Neha Kumar,1.1,1463,4.4,55,"Public Speaking, Scrum",2,Yes,Beginner,0.0,282,2025-05-21,2025,5,False,False
CRS10774,Design Tools Crash Course,Design,Design Tools,Hindi,John Zhang,7.2,5669,3.4,330,"Java, Figma, Kubernetes, Accounting",4,Yes,Advanced,0.0,1073,2025-04-17,2025,4,False,False
CRS10178,The Ultimate Business Strategy Course,Business,Business Strategy,Spanish,Aarav Ali,12.8,4117,3.6,246,"3D Modeling, AWS",2,No,Beginner,9.99,556,2025-06-07,2025,6,False,False
CRS10750,Music Production Crash Course,Music,Music Production,Portuguese,Thomas Rossi,3.2,3004,4.8,69,"3D Modeling, Azure, Python",3,Yes,Intermediate,19.99,403,2025-05-01,2025,5,False,False
CRS10716,Mastering Game Development in 2025,Development,Game Development,Portuguese,Wanjiru Kumar,4.2,20672,4.5,278,"Cybersecurity Basics, Kubernetes, JavaScript, Azure",4,No,Beginner,9.99,2417,2023-09-18,2023,9,True,False
CRS10600,Cloud Computing Crash Course,It & Software,Cloud Computing,Japanese,Daniel Fernandez,6.9,1835,4.0,88,"Accounting, Node.js, JavaScript",3,Yes,Advanced,59.99,184,2026-01-01,2026,1,False,False
CRS10258,Advanced UX/UI Design Masterclass,Design,Ux/Ui Design,Japanese,Olga Reddy,5.8,7610,3.5,397,"Public Speaking, Tableau",2,No,Beginner,9.99,529,2024-10-12,2024,10,False,False
CRS10412,Advanced Music Production Masterclass,Music,Music Production,Mandarin,Neha Garcia,2.7,1505,4.5,87,"Git, Scrum, Statistics, Azure, 3D Modeling",5,Yes,Beginner,12.99,134,2023-11-20,2023,11,False,False
CRS10336,Photography Basics Crash Course,Photography & Video,Photography Basics,Portuguese,Olga Nguyen,6.0,19474,4.2,547,"Copywriting, Unity",2,Yes,Beginner,19.99,2813,2023-08-23,2023,8,False,False
CRS10538,Complete Videography Bootcamp,Photography & Video,Videography,Japanese,Kenji Reddy,7.8,11663,4.2,321,"Piano, Java, React, Agile",4,No,Advanced,24.99,801,2024-02-01,2024,2,False,False
CRS10016,Web Development Crash Course,Development,Web Development,German,Daniel Khan,5.6,6231,3.5,345,"Piano, Git, Python, React",4,Yes,Intermediate,59.99,622,2023-03-15,2023,3,False,False
CRS10004,Mastering Project Management in 2025,Business,Project Management,Japanese,Fatima Ali,3.3,1452,4.4,35,"Figma, Public Speaking, Power BI, Excel, Deep Learning",5,Yes,Intermediate,79.99,178,2024-10-06,2024,10,False,False
CRS10657,Business Strategy for Beginners,Business,Business Strategy,Spanish,Lucia Rossi,7.4,7467,4.4,126,"Statistics, Agile, React, Piano, Tableau",5,Yes,Advanced,9.99,994,2024-05-05,2024,5,False,False
CRS10257,Advanced Database Design Masterclass,Development,Database Design,French,Sara Khan,5.3,3089,4.5,113,"Node.js, Figma, Data Visualization, Photoshop, 3D Modeling",5,Yes,Advanced,79.99,287,2024-11-05,2024,11,False,False
CRS10426,Practical Personal Finance Projects,Personal Development,Personal Finance,German,Rahul Johnson,3.1,183,4.4,9,Statistics,1,No,Intermediate,12.99,39,2025-06-12,2025,6,False,False
CRS10791,Complete SEO Bootcamp,Marketing,Seo,French,Maria Patel,6.8,4671,4.8,86,"SEO, Negotiation",2,Yes,Intermediate,49.99,592,2023-05-07,2023,5,False,False
CRS10223,Digital Marketing Crash Course,Marketing,Digital Marketing,Portuguese,Grace Rossi,2.2,21214,4.5,1074,"Azure, Docker, Networking",3,Yes,Intermediate,12.99,4107,2024-06-27,2024,6,True,False
CRS10514,Music Theory Crash Course,Music,Music Theory,Hindi,Michael Patel,10.9,15408,4.1,668,Excel,1,No,Intermediate,0.0,3350,2025-12-25,2025,12,False,False
CRS10427,The Ultimate Personal Finance Course,Personal Development,Personal Finance,English,Lucia Silva,11.0,990,3.9,53,Accounting,1,No,Beginner,99.99,156,2023-10-30,2023,10,False,False
CRS10433,Data Science: Zero to Hero,It & Software,Data Science,Japanese,Maria Ali,6.1,2150,4.5,84,"Video Editing, Data Visualization, Docker, Python",4,No,Advanced,0.0,516,2025-01-07,2025,1,False,False
CRS10325,Complete Finance Bootcamp,Business,Finance,Arabic,Wei Ali,7.3,9976,4.5,108,"Azure, Copywriting, SQL",3,Yes,Beginner,12.99,2419,2023-09-21,2023,9,False,False
CRS10517,Design Tools: Zero to Hero,Design,Design Tools,English,Rahul Singh,4.9,27750,4.9,769,"Video Editing, AWS, C++, JavaScript, Copywriting",5,No,Advanced,49.99,1676,2025-10-01,2025,10,True,False
CRS10010,Practical Instruments Projects,Music,Instruments,Mandarin,Sara Silva,2.2,3523,3.6,60,JavaScript,1,Yes,Advanced,0.0,741,2024-05-24,2024,5,False,False
CRS10250,Cybersecurity for Beginners,It & Software,Cybersecurity,Spanish,Ahmed Reddy,6.0,9367,3.6,330,"Git, Google Ads",2,No,Intermediate,9.99,1291,2024-11-19,2024,11,False,False
CRS10023,Design Tools: Zero to Hero,Design,Design Tools,Arabic,Michael Ito,1.7,3908,4.3,137,"Deep Learning, Photoshop, C++, Python",4,No,Beginner,34.99,235,2024-03-24,2024,3,False,False
CRS10357,Entrepreneurship for Beginners,Business,Entrepreneurship,Spanish,Kenji Kim,4.5,8072,4.3,235,"React, Copywriting",2,No,All Levels,19.99,466,2023-09-26,2023,9,False,False
CRS10222,Practical Music Theory Projects,Music,Music Theory,English,Liam Johnson,1.1,30007,3.8,898,"Figma, Public Speaking",2,No,Advanced,59.99,4982,2026-01-02,2026,1,True,False
CRS10586,Graphic Design Crash Course,Design,Graphic Design,Mandarin,Rahul Brown,4.3,492,4.8,5,"Copywriting, Unreal Engine",2,No,Intermediate,79.99,81,2023-10-13,2023,10,False,False
CRS10746,Complete Productivity Bootcamp,Personal Development,Productivity,Spanish,David Zhang,1.5,3321,4.3,89,HTML/CSS,1,Yes,Intermediate,9.99,777,2025-03-11,2025,3,False,False
CRS10515,Video Editing Crash Course,Photography & Video,Video Editing,Hindi,Grace Fernandez,14.3,16678,4.6,865,"Unreal Engine, Google Ads, Python",3,Yes,All Levels,19.99,3511,2024-05-03,2024,5,False,True
CRS10341,Cybersecurity for Beginners,It & Software,Cybersecurity,Mandarin,Carlos Sharma,5.2,17085,4.3,592,"Networking, Piano, Git, Excel",4,Yes,Advanced,9.99,3253,2023-03-01,2023,3,False,False
CRS10724,Web Development: Zero to Hero,Development,Web Development,German,Wei Zhang,18.2,1684,3.7,80,"Excel, 3D Modeling",2,Yes,Beginner,24.99,198,2024-07-21,2024,7,False,True
CRS10204,Leadership Crash Course,Personal Development,Leadership,Japanese,Sofia Petrov,8.8,140,3.8,4,"3D Modeling, Power BI",2,Yes,All Levels,99.99,34,2026-01-30,2026,1,False,False
CRS10238,Design Tools Crash Course,Design,Design Tools,German,Fatima Diaz,1.6,6072,4.6,282,"Music Theory, React, After Effects, Cybersecurity Basics, Node.js",5,Yes,Advanced,0.0,868,2024-03-22,2024,3,False,False
CRS10094,Practical Graphic Design Projects,Design,Graphic Design,Portuguese,Olga Weber,5.4,1406,4.0,40,"Cybersecurity Basics, Power BI, Java, Music Theory, Kubernetes",5,No,All Levels,59.99,75,2025-02-10,2025,2,False,False
